Date,BAJFINANCE.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,NIFTYBEES.NS,RELIANCE.NS,TCS.NS
2022-10-28 00:00:00+00:00,6942.35107421875,808.6087646484375,1422.7332763671875,2435.484619140625,885.432373046875,1437.0838623046875,327.6379699707031,1880.638671875,1937.735595703125,193.9600067138672,1149.7791748046875,3018.161376953125
2022-10-31 00:00:00+00:00,7078.337890625,823.60595703125,1459.79638671875,2461.004150390625,886.2614135742188,1460.255615234375,330.38568115234375,1898.3045654296875,1984.877685546875,196.27000427246094,1160.4525146484375,3046.689697265625
2022-11-01 00:00:00+00:00,7143.1357421875,827.1201171875,1475.9384765625,2478.585205078125,886.1638793945312,1493.8262939453125,331.1436462402344,1905.540771484375,1986.2021484375,197.97999572753906,1151.4632568359375,3110.187255859375
2022-11-02 00:00:00+00:00,7090.32666015625,801.6793823242188,1476.8648681640625,2446.046142578125,882.3601684570312,1475.117919921875,336.0231628417969,1906.289306640625,1975.2628173828125,197.41000366210938,1158.654541015625,3093.012939453125
2022-11-03 00:00:00+00:00,7056.044921875,810.390625,1470.37890625,2473.29150390625,886.2127075195312,1453.702880859375,335.1230773925781,1896.508056640625,1970.7496337890625,197.38999938964844,1162.978515625,3059.666015625
2022-11-04 00:00:00+00:00,7145.6123046875,808.163330078125,1460.2353515625,2448.03759765625,882.9453735351562,1437.7957763671875,335.0283203125,1896.3084716796875,1977.02880859375,197.77000427246094,1180.09228515625,3069.827392578125
2022-11-07 00:00:00+00:00,7123.8642578125,814.3997192382812,1471.59814453125,2460.130126953125,894.8441162109375,1431.5755615234375,334.9335632324219,1878.99169921875,1979.5306396484375,198.6199951171875,1186.39599609375,3085.3798828125
2022-11-09 00:00:00+00:00,7078.23828125,810.7865600585938,1471.1591796875,2436.81884765625,888.0169067382812,1435.1368408203125,341.7554016113281,1889.7711181640625,1965.64794921875,198.32000732421875,1185.212646484375,3068.539306640625
2022-11-10 00:00:00+00:00,6910.8935546875,817.4190063476562,1487.15478515625,2441.481201171875,888.2120361328125,1426.3525390625,337.30224609375,1908.485107421875,1940.2864990234375,196.86000061035156,1170.8753662109375,3058.6162109375
2022-11-11 00:00:00+00:00,6986.54052734375,818.5574340820312,1571.424560546875,2431.234130859375,884.1644897460938,1491.072265625,337.6338806152344,1895.4600830078125,1973.104248046875,200.22000122070312,1197.8658447265625,3163.857177734375
2022-11-14 00:00:00+00:00,6961.12646484375,813.6078491210938,1575.228271484375,2387.281982421875,872.8508911132812,1505.50732421875,328.9644775390625,1919.11474609375,1962.017822265625,200.1699981689453,1192.062744140625,3182.510498046875
2022-11-15 00:00:00+00:00,6961.0771484375,826.8231201171875,1579.0809326171875,2386.99072265625,889.1873168945312,1513.7694091796875,327.1168518066406,1908.734619140625,1958.829345703125,200.91000366210938,1186.7147216796875,3179.74365234375
2022-11-16 00:00:00+00:00,6831.580078125,832.7130737304688,1592.63818359375,2406.757080078125,891.0404052734375,1522.12646484375,326.0272521972656,1962.132080078125,1965.7459716796875,200.8699951171875,1179.91015625,3201.4501953125
2022-11-17 00:00:00+00:00,6831.580078125,837.6132202148438,1578.2518310546875,2389.4189453125,897.0873413085938,1507.5015869140625,325.6482849121094,1946.8115234375,1991.2059326171875,200.1999969482422,1182.959716796875,3195.391357421875
2022-11-18 00:00:00+00:00,6728.9833984375,828.8524780273438,1574.106689453125,2412.43896484375,897.6237182617188,1513.1995849609375,323.137451171875,1955.7943115234375,1986.2021484375,199.9199981689453,1182.322509765625,3190.095947265625
2022-11-21 00:00:00+00:00,6617.6181640625,842.6121826171875,1557.9647216796875,2429.631103515625,898.6478271484375,1489.2679443359375,319.48968505859375,1940.3739013671875,1973.44775390625,198.5500030517578,1161.044189453125,3132.8955078125
2022-11-22 00:00:00+00:00,6623.51318359375,839.0485229492188,1555.6727294921875,2443.52099609375,900.8909912109375,1505.2698974609375,322.3794860839844,1936.0322265625,1991.4510498046875,199.22999572753906,1167.484619140625,3162.903076171875
2022-11-23 00:00:00+00:00,6717.638671875,834.742431640625,1559.7203369140625,2435.41064453125,904.5484008789062,1503.465576171875,321.9530944824219,1949.6060791015625,1986.7418212890625,199.50999450683594,1163.8433837890625,3156.55810546875
2022-11-24 00:00:00+00:00,6709.01904296875,839.7909545898438,1585.0792236328125,2476.010986328125,915.6668090820312,1547.767578125,322.85321044921875,1941.1224365234375,2013.427978515625,201.72000122070312,1173.8795166015625,3225.112548828125
2022-11-25 00:00:00+00:00,6685.38818359375,838.3060913085938,1577.7642822265625,2464.646728515625,907.3280029296875,1553.322998046875,322.42681884765625,1924.7039794921875,2023.7786865234375,202.35000610351562,1191.4027099609375,3234.176513671875
2022-11-28 00:00:00+00:00,6715.06298828125,828.9514770507812,1560.793212890625,2452.748046875,914.2527465820312,1541.689697265625,322.1899719238281,1924.4544677734375,2025.4464111328125,203.0399932861328,1232.3436279296875,3239.52001953125
2022-11-29 00:00:00+00:00,6672.1611328125,827.4170532226562,1558.452392578125,2558.62060546875,923.3717651367188,1547.05517578125,324.3218078613281,1921.859375,2011.80908203125,203.42999267578125,1234.4599609375,3241.523681640625
2022-11-30 00:00:00+00:00,6659.0830078125,840.1869506835938,1568.791015625,2607.33203125,929.3699951171875,1552.658203125,322.1426086425781,1943.3182373046875,2035.650146484375,204.6999969482422,1243.1761474609375,3235.273681640625
2022-12-01 00:00:00+00:00,6685.63623046875,840.0383911132812,1579.568603515625,2586.448974609375,916.9835815429688,1573.693359375,321.7162170410156,1930.5927734375,2064.494384765625,205.5399932861328,1239.51220703125,3316.232177734375
2022-12-02 00:00:00+00:00,6614.298828125,840.0879516601562,1567.474365234375,2540.06884765625,907.62060546875,1555.4598388671875,319.4422607421875,1927.099365234375,2046.0987548828125,204.80999755859375,1238.9886474609375,3281.406494140625
2022-12-05 00:00:00+00:00,6599.14013671875,835.5838012695312,1573.1800537109375,2544.682861328125,910.5465087890625,1557.216552734375,319.06329345703125,1934.7347412109375,2046.197021484375,204.44000244140625,1220.919189453125,3268.764404296875
2022-12-06 00:00:00+00:00,6636.88916015625,824.9423217773438,1571.424560546875,2578.386962890625,899.8670043945312,1531.7181396484375,319.58441162109375,1931.540771484375,2053.94775390625,204.13999938964844,1224.4466552734375,3230.07421875
2022-12-07 00:00:00+00:00,6564.21435546875,825.5857543945312,1570.74169921875,2629.67236328125,899.3793334960938,1524.6905517578125,322.23736572265625,1907.786376953125,2083.871337890625,202.8699951171875,1206.3770751953125,3225.54248046875
2022-12-08 00:00:00+00:00,6521.3623046875,824.1998901367188,1579.568603515625,2627.82666015625,908.8884887695312,1538.603271484375,320.6266174316406,1893.3641357421875,2126.74560546875,203.6199951171875,1205.8082275390625,3196.870361328125
2022-12-09 00:00:00+00:00,6457.45654296875,826.4766845703125,1590.8338623046875,2644.144775390625,906.9379272460938,1490.312744140625,323.4690856933594,1884.431396484375,2113.353759765625,202.47999572753906,1187.533935546875,3141.721435546875
2022-12-12 00:00:00+00:00,6446.60693359375,820.042236328125,1603.220703125,2639.2880859375,907.3280029296875,1469.324951171875,325.1745300292969,1862.174072265625,2122.8212890625,202.61000061035156,1189.3544921875,3135.71044921875
2022-12-13 00:00:00+00:00,6559.1611328125,829.5948486328125,1607.6585693359375,2632.537841796875,909.91259765625,1493.0191650390625,327.448486328125,1864.9188232421875,2131.84716796875,203.77000427246094,1194.7708740234375,3179.2666015625
2022-12-14 00:00:00+00:00,6593.93798828125,820.8341674804688,1621.2645263671875,2607.623291015625,898.9891967773438,1499.9041748046875,327.25897216796875,1869.6097412109375,2153.971435546875,204.35000610351562,1190.4468994140625,3210.991455078125
2022-12-15 00:00:00+00:00,6564.412109375,818.0128784179688,1591.5654296875,2586.83740234375,886.35888671875,1462.962158203125,321.0530090332031,1859.6287841796875,2136.409912109375,201.5800018310547,1173.5380859375,3153.505126953125
2022-12-16 00:00:00+00:00,6536.17431640625,814.4492797851562,1599.2216796875,2594.65625,879.726806640625,1445.583251953125,317.4999694824219,1837.0224609375,2133.90771484375,200.16000366210938,1167.73486328125,3091.62939453125
2022-12-19 00:00:00+00:00,6625.4453125,831.9212036132812,1604.196044921875,2640.11376953125,884.0669555664062,1431.4808349609375,322.6163635253906,1854.588623046875,2142.73779296875,201.6699981689453,1183.073486328125,3055.181640625
2022-12-20 00:00:00+00:00,6581.70166015625,820.586669921875,1593.1258544921875,2597.81298828125,887.2366943359375,1431.4332275390625,322.28472900390625,1843.559814453125,2122.379638671875,201.2100067138672,1193.3143310546875,3095.15966796875
2022-12-21 00:00:00+00:00,6466.62109375,805.7875366210938,1577.7154541015625,2589.702880859375,870.2176513671875,1433.570068359375,317.5473327636719,1811.1219482421875,2105.750244140625,199.39999389648438,1176.3372802734375,3118.63134765625
2022-12-22 00:00:00+00:00,6430.90283203125,808.3612670898438,1572.3023681640625,2569.451171875,868.6571655273438,1445.44091796875,314.9891662597656,1822.5501708984375,2070.0869140625,198.5500030517578,1173.2877197265625,3110.187255859375
2022-12-23 00:00:00+00:00,6315.92138671875,800.4915161132812,1558.25732421875,2545.896728515625,857.197265625,1421.7467041015625,309.5411682128906,1818.4578857421875,2023.7786865234375,195.14999389648438,1138.87841796875,3080.275634765625
2022-12-26 00:00:00+00:00,6374.4775390625,802.8178100585938,1589.273193359375,2542.351318359375,871.1441650390625,1426.7799072265625,317.0262145996094,1810.07421875,2051.5439453125,197.22999572753906,1148.8233642578125,3103.69873046875
2022-12-27 00:00:00+00:00,6444.8232421875,806.5794067382812,1590.882568359375,2518.845947265625,878.41015625,1438.6031494140625,315.6523742675781,1817.4100341796875,2083.969482421875,198.0,1158.22216796875,3109.996826171875
2022-12-28 00:00:00+00:00,6416.48681640625,795.6904296875,1589.6146240234375,2509.472900390625,876.752197265625,1434.1397705078125,316.8367614746094,1816.6114501953125,2081.0263671875,197.99000549316406,1158.1085205078125,3107.706298828125
2022-12-29 00:00:00+00:00,6450.96630859375,812.4694213867188,1600.8310546875,2494.368896484375,885.62744140625,1441.1673583984375,317.7368469238281,1815.26416015625,2071.018798828125,198.77999877929688,1157.5850830078125,3118.822021484375
2022-12-30 00:00:00+00:00,6514.67431640625,797.9672241210938,1588.00537109375,2487.569580078125,868.8521118164062,1432.287841796875,314.1363830566406,1823.747802734375,2046.39306640625,198.0399932861328,1159.360107421875,3107.324951171875
2023-01-02 00:00:00+00:00,6493.421875,805.2926025390625,1588.541748046875,2484.99560546875,880.1657104492188,1447.292724609375,315.3681640625,1821.5521240234375,2049.97412109375,199.33999633789062,1172.4229736328125,3111.85693359375
